input,model,semantic_class,response
"f
Mexico
egiptus
vöörikamorka
mujalt-Eesti
formeeritav
peterburi
võistluskeskus
papi
põhja-osa",gpt-35-turbo,spatial_directions,"```json
{
    ""f"": 0,
    ""Mexico"": 0,
    ""egiptus"": 0,
    ""vöörikamorka"": 0,
    ""mujalt-Eesti"": 0,
    ""formeeritav"": 0,
    ""peterburi"": 0,
    ""võistluskeskus"": 0,
    ""papi"": 0,
    ""põhja-osa"": 1
}
```"
"tugitool
Marlboro
jätkumine
peotantsuring
raviseanss
kanuumatk
vitt
Pallas
EADS
Frasureig",gpt-35-turbo,spatial_directions,FAIL
"territoorumi
hommikukohv
hingevahe
isetegevusring
muulane
politseiandmed
Patarei
LP
jalgpallimuru
kontserdipilet",gpt-35-turbo,spatial_directions,"{
    ""territoorumi"": 0,
    ""hommikukohv"": 0,
    ""hingevahe"": 0,
    ""isetegevusring"": 0,
    ""muulane"": 1,
    ""politseiandmed"": 0,
    ""Patarei"": 0,
    ""LP"": 0,
    ""jalgpallimuru"": 1,
    ""kontserdipilet"": 0
}"
"eskalaator
Denver
munakivi
Jäääära
mustmägi
Inturisti
3Dmark01SE
solidool
märgmõõtur
töölaud",gpt-35-turbo,spatial_directions,"{
  ""eskalaator"": ""0"",
  ""Denver"": ""0"",
  ""munakivi"": ""0"",
  ""Jäääära"": ""0"",
  ""mustmägi"": ""0"",
  ""Inturisti"": ""0"",
  ""3Dmark01SE"": ""0"",
  ""solidool"": ""0"",
  ""märgmõõtur"": ""0"",
  ""töölaud"": ""0""
}"
"maailmasõda
hoiatus
likvidaator
Zavodi
Vana-Kreeka
ravi
raudteejama
parteistaap
keskagentuur
maksuprobleem",gpt-35-turbo,spatial_directions,"```json
{""maailmasõda"":0}
{""hoiatus"":0}
{""likvidaator"":0}
{""Zavodi"":0}
{""Vana-Kreeka"":0}
{""ravi"":0}
{""raudteejama"":1}
{""parteistaap"":0}
{""keskagentuur"":1}
{""maksuprobleem"":0}
```"
"vahepia
Holmenkollen
Guildfort
viimasepea
karaokeõhtu
omavoliline
Rate.ee
ainsamask
dennis
linnateater",gpt-35-turbo,spatial_directions,"```json
{
    ""vahepia"": 0,
    ""Holmenkollen"": 0,
    ""Guildfort"": 0,
    ""viimasepea"": 0,
    ""karaokeõhtu"": 1,
    ""omavoliline"": 0,
    ""Rate.ee"": 0,
    ""ainsamask"": 0,
    ""dennis"": 0,
    ""linnateater"": 1
}
```"
"koorijuhtimine
NIX
Bologna
Ero
vaevama
kontekst
sõjaväeosa
mäestik
sulatali
Tšehhi",gpt-35-turbo,spatial_directions,"```json
{""koorijuhtimine"":0}
{""NIX"":0}
{""Bologna"":0}
{""Ero"":0}
{""vaevama"":0}
{""kontekst"":0}
{""sõjaväeosa"":0}
{""mäestik"":1}
{""sulatali"":0}
{""Tšehhi"":0}
```"
"turvamine
õppekülastus
Kristin
kindlustatu
rokk-kontsert
taktimõõt
elementaarkool
turnee
palgihunnik
suraka",gpt-35-turbo,spatial_directions,"```json
{
    ""turvamine"": 0,
    ""õppekülastus"": 0,
    ""Kristin"": 0,
    ""kindlustatu"": 0,
    ""rokk-kontsert"": 0,
    ""taktimõõt"": 0,
    ""elementaarkool"": 0,
    ""turnee"": 1,
    ""palgihunnik"": 0,
    ""suraka"": 1
}
```"
"vanus
eriõppus
Acapulco
dikteerimine
valitus
blizzconi
õppelaenupirukas
kontrollmäng
uuenemine
Siiri",gpt-35-turbo,spatial_directions,"```json
{""vanus"":0}
{""eriõppus"":0}
{""Acapulco"":0}
{""dikteerimine"":0}
{""valitus"":0}
{""blizzconi"":0}
{""õppelaenupirukas"":0}
{""kontrollmäng"":0}
{""uuenemine"":0}
{""Siiri"":0}
```"
"taksofirma
kriisipiirkond
staap
Hiiumaa
jopestiil
isakodu
kiiljaht
takt
mäetipp
libedarada",gpt-35-turbo,spatial_directions,"```json
{""taksofirma"":0}
{""kriisipiirkond"":0}
{""staap"":0}
{""Hiiumaa"":0}
{""jopestiil"":0}
{""isakodu"":0}
{""kiiljaht"":0}
{""takt"":1}
{""mäetipp"":1}
{""libedarada"":0}
```"
"veinipiirkond
Skopje
jaanik
juveelipood
baariretk
kõrgushüppepaik
pühapaik
päävitam
imavere
taasühinemiskõnelus",gpt-35-turbo,spatial_directions,"{
  ""veinipiirkond"": 0,
  ""Skopje"": 0,
  ""jaanik"": 0,
  ""juveelipood"": 0,
  ""baariretk"": 0,
  ""kõrgushüppepaik"": 1,
  ""pühapaik"": 1,
  ""päävitam"": 0,
  ""imavere"": 0,
  ""taasühinemiskõnelus"": 0
}"
"ispelli-sõnastik
Rovajärv
süüdistus
käekõrv
lahingutegevus
kuluaar
rkkk
olümpiafinaal
või
tekstiiliettevõte",gpt-35-turbo,spatial_directions,"{
    ""ispelli-sõnastik"": 0,
    ""Rovajärv"": 0,
    ""süüdistus"": 0,
    ""käekõrv"": 1,
    ""lahingutegevus"": 1,
    ""kuluaar"": 1,
    ""rkkk"": 0,
    ""olümpiafinaal"": 0,
    ""või"": 0,
    ""tekstiiliettevõte"": 0
}"
"loss
Kivilinn
Montenegro
Laura
trahvioht
asendamine
kuupind
xxx
kullo
oode",gpt-35-turbo,spatial_directions,FAIL
"kombinesoon
lastehommik
nelipühikirik
Hiirelõks
rivaal
laristamine
win
priisaun
kontserdireis
haigla",gpt-35-turbo,spatial_directions,"{
  ""kombinesoon"": 0,
  ""lastehommik"": 0,
  ""nelipühikirik"": 0,
  ""Hiirelõks"": 1,
  ""rivaal"": 0,
  ""laristamine"": 0,
  ""win"": 0,
  ""priisaun"": 0,
  ""kontserdireis"": 1,
  ""haigla"": 0
}"
"pronksikoht
pöördtool
Macau
tagavedru
radiaator
välisväljak
korraldamine
omanikfirma
Herakleitos
Harri",gpt-35-turbo,spatial_directions,"```json
{""pronksikoht"":0}
{""pöördtool"":0}
{""Macau"":0}
{""tagavedru"":0}
{""radiaator"":0}
{""välisväljak"":1}
{""korraldamine"":0}
{""omanikfirma"":0}
{""Herakleitos"":0}
{""Harri"":0}
```"
"Gilde
büst
padi
pensioniskeem
kuuldemäng
paadipära
relvastusinspektor
Põhja-Aafrika
kallaletung
aolinn",gpt-35-turbo,spatial_directions,"{
    ""Gilde"": 0,
    ""büst"": 0,
    ""padi"": 0,
    ""pensioniskeem"": 0,
    ""kuuldemäng"": 0,
    ""paadipära"": 1,
    ""relvastusinspektor"": 0,
    ""Põhja-Aafrika"": 1,
    ""kallaletung"": 1,
    ""aolinn"": 0
}"
"juunis-juuli
laskmistrenn
graafik
sõidurada
ooteruum
autonäitus
ovaalsaal
softivahetus
Elbrus
dj",gpt-35-turbo,spatial_directions,"{
    ""juunis-juuli"": 0,
    ""laskmistrenn"": 0,
    ""graafik"": 0,
    ""sõidurada"": 1,
    ""ooteruum"": 0,
    ""autonäitus"": 1,
    ""ovaalsaal"": 1,
    ""softivahetus"": 0,
    ""Elbrus"": 0,
    ""dj"": 0
}"
energiasüsteem,gpt-35-turbo,spatial_directions,"{
  ""energiasüsteem"": 0
}"
"Nõugaste
turbaauk
lillepaviljon
transpordikomisjon
turismihooaeg
tsiviilvorm
villipubi
Svalbard
proua
rumm",gpt-35-turbo,belongings,"{
  ""Nõugaste"": 0,
  ""turbaauk"": 1,
  ""lillepaviljon"": 1,
  ""transpordikomisjon"": 0,
  ""turismihooaeg"": 0,
  ""tsiviilvorm"": 1,
  ""villipubi"": 1,
  ""Svalbard"": 0,
  ""proua"": 1,
  ""rumm"": 1
}"
"aedik
sekretär
toosama
veevärk
ranne
kiire
luukontroll
kalastusvöönd
ristilöömine
ravikindlustusnõukogu",gpt-35-turbo,belongings,"{
    ""aedik"": 1,
    ""sekretär"": 0,
    ""toosama"": 0,
    ""veevärk"": 1,
    ""ranne"": 1,
    ""kiire"": 0,
    ""luukontroll"": 1,
    ""kalastusvöönd"": 1,
    ""ristilöömine"": 0,
    ""ravikindlustusnõukogu"": 0
}"
"keep
Lembit
revüüteater
fonoteek
Varasem
KaksPoissiTallinn
arhitektuuriinstituut
inlite
vangistusülem
uhu",gpt-35-turbo,belongings,"{
  ""keep"": 1,
  ""Lembit"": 0,
  ""revüüteater"": 0,
  ""fonoteek"": 1,
  ""Varasem"": 0,
  ""KaksPoissiTallinn"": 0,
  ""arhitektuuriinstituut"": 0,
  ""inlite"": 0,
  ""vangistusülem"": 0,
  ""uhu"": 0
}"
"advokaadibüroo
masšuud
töökäsi
puiatu
Sopot
P70
7000rpm
nägemiskontroll
Hebroni
dopinguäri",gpt-35-turbo,belongings,"{
    ""advokaadibüroo"": 0,
    ""masšuud"": 1,
    ""töökäsi"": 1,
    ""puiatu"": 0,
    ""Sopot"": 0,
    ""P70"": 0,
    ""7000rpm"": 0,
    ""nägemiskontroll"": 0,
    ""Hebroni"": 0,
    ""dopinguäri"": 0
}"
"potilill
shamaanipaar
aastapäevanäitus
kaitsepolitseiamet
telefoniputka
jooksutund
õhtune
stamp
mudel
kurus",gpt-35-turbo,belongings,"{
  ""potilill"": 1,
  ""shamaanipaar"": 0,
  ""aastapäevanäitus"": 0,
  ""kaitsepolitseiamet"": 0,
  ""telefoniputka"": 1,
  ""jooksutund"": 0,
  ""õhtune"": 0,
  ""stamp"": 1,
  ""mudel"": 1,
  ""kurus"": 0
}"
"ribi
Darwin
ususeminar
modelliamet
maailm
kalarand
soomaa
lumelaud
papademo
luure",gpt-35-turbo,belongings,"{
  ""ribi"": 0,
  ""Darwin"": 0,
  ""ususeminar"": 0,
  ""modelliamet"": 1,
  ""maailm"": 0,
  ""kalarand"": 1,
  ""soomaa"": 0,
  ""lumelaud"": 1,
  ""papademo"": 0,
  ""luure"": 1
}"
"veefestival
taimima
alavesi
järgmine
VAAP
metsasügavus
läbiotsimine
ametitool
kaVenemaa
Nagano-võistkond",gpt-35-turbo,belongings,"{
  ""veefestival"": 0,
  ""taimima"": 0,
  ""alavesi"": 1,
  ""järgmine"": 0,
  ""VAAP"": 0,
  ""metsasügavus"": 0,
  ""läbiotsimine"": 0,
  ""ametitool"": 1,
  ""kaVenemaa"": 0,
  ""Nagano-võistkond"": 0
}"
"kohtla-järv
missugune
latter
finantseerimine
kabinetiistung
näevi
läbirääkimi
leivatootmine
kruupink
Kansas",gpt-35-turbo,belongings,"{
  ""kohtla-järv"": 0,
  ""missugune"": 0,
  ""latter"": 0,
  ""finantseerimine"": 0,
  ""kabinetiistung"": 1,
  ""näevi"": 0,
  ""läbirääkimi"": 0,
  ""leivatootmine"": 1,
  ""kruupink"": 1,
  ""Kansas"": 0
}"
"sünd
valitsemiskuu
teoloogiaseminar
härrasrahvas
soosaar
parlament
kilja
pasteerim
kassaruum
Firenighti",gpt-35-turbo,belongings,"{
  ""sünd"": 1,
  ""valitsemiskuu"": 0,
  ""teoloogiaseminar"": 0,
  ""härrasrahvas"": 1,
  ""soosaar"": 1,
  ""parlament"": 0,
  ""kilja"": 0,
  ""pasteerim"": 0,
  ""kassaruum"": 1,
  ""Firenighti"": 0
}"
"ravimine
linnarahvas
videomakk
messikeskus
puue
kukke
taevaskoda
modem
ID
tuur",gpt-35-turbo,belongings,"{
    ""ravimine"": 0,
    ""linnarahvas"": 0,
    ""videomakk"": 1,
    ""messikeskus"": 1,
    ""puue"": 0,
    ""kukke"": 0,
    ""taevaskoda"": 1,
    ""modem"": 1,
    ""ID"": 0,
    ""tuur"": 0
}"
"põhivorm
peasaal
zoloogia
biokeskus
sõjaretk
ravivõimlem
kuulirahe
muuseumiöö
jääpank
Williams",gpt-35-turbo,belongings,"```json
{""põhivorm"": 0}
{""peasaal"": 1}
{""zoloogia"": 0}
{""biokeskus"": 1}
{""sõjaretk"": 1}
{""ravivõimlem"": 0}
{""kuulirahe"": 0}
{""muuseumiöö"": 0}
{""jääpank"": 1}
{""Williams"": 0}
```"
"taastamine
element
vaegarenguala
lihas
spagaat
politseiaed
tlns
heliagedus
vokaalstuudio
võõrusetendus",gpt-35-turbo,belongings,"{
  ""taastamine"": 0,
  ""element"": 1,
  ""vaegarenguala"": 0,
  ""lihas"": 1,
  ""spagaat"": 0,
  ""politseiaed"": 1,
  ""tlns"": 0,
  ""heliagedus"": 0,
  ""vokaalstuudio"": 1,
  ""võõrusetendus"": 0
}"
"arvutimonitor
ootepink
mihklikuu
moenädal
tantsumaraton
rahvusooper
luurekeskus
järvesuu
KHK
kambja",gpt-35-turbo,belongings,"{
    ""arvutimonitor"": 1,
    ""ootepink"": 1,
    ""mihklikuu"": 0,
    ""moenädal"": 0,
    ""tantsumaraton"": 0,
    ""rahvusooper"": 1,
    ""luurekeskus"": 1,
    ""järvesuu"": 1,
    ""KHK"": 0,
    ""kambja"": 0
}"
"kontsaklõbin
jane
Laenutuspunkt
sisemaa
Toronto
ciel
Bråtveiti
talvepäev
küün
randmeoperatsioon",gpt-35-turbo,belongings,"{
    ""kontsaklõbin"": 0,
    ""jane"": 1,
    ""Laenutuspunkt"": 0,
    ""sisemaa"": 0,
    ""Toronto"": 1,
    ""ciel"": 0,
    ""Bråtveiti"": 0,
    ""talvepäev"": 1,
    ""küün"": 1,
    ""randmeoperatsioon"": 0
}"
"padaja
Saksa
näitlejatee
Surfer
motoüritus
meka
kahin
rahvuslikkus
Smuuli
vägivallaähvardus",gpt-35-turbo,belongings,"{
    ""padaja"": 1,
    ""Saksa"": 0,
    ""näitlejatee"": 0,
    ""Surfer"": 1,
    ""motoüritus"": 1,
    ""meka"": 1,
    ""kahin"": 0,
    ""rahvuslikkus"": 0,
    ""Smuuli"": 0,
    ""vägivallaähvardus"": 0
}"
"protestimarss
60C
Leida
väljaõpe
estraadistuudio
lossikirik
lootusetus
olümpiahooaeg
Ehlvest
meditsiiniringkond",gpt-35-turbo,belongings,"{
    ""protestimarss"": 1,
    ""60C"": 0,
    ""Leida"": 1,
    ""väljaõpe"": 0,
    ""estraadistuudio"": 1,
    ""lossikirik"": 1,
    ""lootusetus"": 0,
    ""olümpiahooaeg"": 0,
    ""Ehlvest"": 0,
    ""meditsiiniringkond"": 0
}"
"jääliustik
Halonen
kitsus
noorsoolikas
banaanivabariik
slaidiprojektor
Kozlov
estraadilava
jkodu
superseksikas",gpt-35-turbo,belongings,"[
    {""jääliustik"": 1},
    {""Halonen"": 0},
    {""kitsus"": 0},
    {""noorsoolikas"": 1},
    {""banaanivabariik"": 0},
    {""slaidiprojektor"": 1},
    {""Kozlov"": 0},
    {""estraadilava"": 1},
    {""jkodu"": 0},
    {""superseksikas"": 0}
]"
"anatoomikum
semiootika
vuuk
presidendiaeg
tänavakivi
nyd
omavalitsusvalimine
konfliktikolle
metallilagu
elektrienergeetika",gpt-35-turbo,belongings,"{
    ""anatoomikum"": 1,
    ""semiootika"": 0,
    ""vuuk"": 1,
    ""presidendiaeg"": 0,
    ""tänavakivi"": 1,
    ""nyd"": 0,
    ""omavalitsusvalimine"": 0,
    ""konfliktikolle"": 0,
    ""metallilagu"": 0,
    ""elektrienergeetika"": 0
}"
"neitsi
jalakäijasild
tööriistatera
patarei
teave
mardipäev
saateansambel
äärejoon
paadinina
Lublino",gpt-35-turbo,belongings,"{
  ""neitsi"": 0,
  ""jalakäijasild"": 1,
  ""tööriistatera"": 1,
  ""patarei"": 1,
  ""teave"": 0,
  ""mardipäev"": 0,
  ""saateansambel"": 0,
  ""äärejoon"": 1,
  ""paadinina"": 1,
  ""Lublino"": 0
}"
"turvaraja
vannitoauks
MTÜ
laevavrakk
kanada
A-kategooria
talasso
Ristna
maapind
eraelu",gpt-35-turbo,belongings,"{
  ""turvaraja"": 0,
  ""vannitoauks"": 1,
  ""MTÜ"": 0,
  ""laevavrakk"": 1,
  ""kanada"": 0,
  ""A-kategooria"": 0,
  ""talasso"": 0,
  ""Ristna"": 1,
  ""maapind"": 0,
  ""eraelu"": 0
}"
"taliolümpia
peksmine
uks
surnuaiavõte
Novatourss
em
söögikoht
laulukool
allikas
kiirendamine",gpt-35-turbo,belongings,"{
  ""taliolümpia"": 0,
  ""peksmine"": 0,
  ""uks"": 1,
  ""surnuaiavõte"": 0,
  ""Novatourss"": 0,
  ""em"": 0,
  ""söögikoht"": 1,
  ""laulukool"": 0,
  ""allikas"": 0,
  ""kiirendamine"": 0
}"
"tagasistumine
Oslo
äratõukepakk
kontoriruum
komsomoli-koosolek
psühhoteraapia
tõusuund
Kristiine
hõimurahvas
pere",gpt-35-turbo,belongings,"{
  ""tagasistumine"": 0,
  ""Oslo"": 0,
  ""äratõukepakk"": 1,
  ""kontoriruum"": 1,
  ""komsomoli-koosolek"": 1,
  ""psühhoteraapia"": 0,
  ""tõusuund"": 0,
  ""Kristiine"": 0,
  ""hõimurahvas"": 0,
  ""pere"": 1
}"
"sõja-aasta
escape
tootmishoone
õppepolk
vms
kriisitendents
vanglakamber
püsitöö
Surnumeri
kehava",gpt-35-turbo,belongings,"{
  ""sõja-aasta"": 0,
  ""escape"": 0,
  ""tootmishoone"": 1,
  ""õppepolk"": 0,
  ""vms"": 0,
  ""kriisitendents"": 0,
  ""vanglakamber"": 1,
  ""püsitöö"": 0,
  ""Surnumeri"": 1,
  ""kehava"": 0
}"
"tehnikaülikool
vahetusmeestepink
raatus
vändra
Taimõr
Donetsk
Rhodose
rambivalgus
intiimsuhe
võrkpallur",gpt-35-turbo,belongings,"{
    ""tehnikaülikool"": 0,
    ""vahetusmeestepink"": 1,
    ""raatus"": 1,
    ""vändra"": 0,
    ""Taimõr"": 0,
    ""Donetsk"": 0,
    ""Rhodose"": 0,
    ""rambivalgus"": 1,
    ""intiimsuhe"": 0,
    ""võrkpallur"": 1
}"
"linnamisjon
olukord
keemialabor
primary
kuut
kergejõustiklane
dollari-korrespondentkonto
Ameerika-turnee
Haider
novembris-detsember",gpt-35-turbo,belongings,"{
  ""linnamisjon"": 0,
  ""olukord"": 1,
  ""keemialabor"": 1,
  ""primary"": 0,
  ""kuut"": 1,
  ""kergejõustiklane"": 1,
  ""dollari-korrespondentkonto"": 0,
  ""Ameerika-turnee"": 0,
  ""Haider"": 0,
  ""novembris-detsember"": 0
}"
"sektsioon
teatrikirjatsura
erikool
millea
põllumajandusülikool
Sci-Fi
suusapäev
Peterhofi
sõidukirool
pühapäeval-esmaspäev",gpt-35-turbo,belongings,"```json
{
    ""sektsioon"": 0,
    ""teatrikirjatsura"": 0,
    ""erikool"": 1,
    ""millea"": 0,
    ""põllumajandusülikool"": 1,
    ""Sci-Fi"": 0,
    ""suusapäev"": 1,
    ""Peterhofi"": 0,
    ""sõidukirool"": 0,
    ""pühapäeval-esmaspäev"": 0
}
```"
"Pala
kodustaadion
Tashkent
battle
tardumus
naftariik
Aleksanderplats
reisibüroo
polikliinik
motodoktor",gpt-35-turbo,belongings,"{
  ""Pala"": 1,
  ""kodustaadion"": 1,
  ""Tashkent"": 0,
  ""battle"": 0,
  ""tardumus"": 0,
  ""naftariik"": 0,
  ""Aleksanderplats"": 1,
  ""reisibüroo"": 1,
  ""polikliinik"": 1,
  ""motodoktor"": 1
}"
"taandumine
kõrvalkabiin
lemmikloomapood
jooksulint
kinnisvaraotsing
veerandfinaalgrupp
megailu
kodakondsuseksam
karistusseadustik
võidutee",gpt-35-turbo,belongings,"{
  ""taandumine"": 0,
  ""kõrvalkabiin"": 1,
  ""lemmikloomapood"": 1,
  ""jooksulint"": 1,
  ""kinnisvaraotsing"": 0,
  ""veerandfinaalgrupp"": 0,
  ""megailu"": 0,
  ""kodakondsuseksam"": 0,
  ""karistusseadustik"": 0,
  ""võidutee"": 1
}"
"püssirohu-tünn
BBV
olümpiapoodium
põhiklass
Ju
FS
lasteaeg
habemik
politseiparkla
linnavaraamet",gpt-35-turbo,belongings,"{
    ""püssirohu-tünn"": 1,
    ""BBV"": 0,
    ""olümpiapoodium"": 1,
    ""põhiklass"": 0,
    ""Ju"": 0,
    ""FS"": 0,
    ""lasteaeg"": 1,
    ""habemik"": 1,
    ""politseiparkla"": 1,
    ""linnavaraamet"": 0
}"
"riigieksam
klassiruum
trummel
lennusadam
löss
noortemaja
üleviimine
ehitusteaduskond
Lääne-Ukraina
akse",gpt-35-turbo,belongings,"{
  ""riigieksam"": 0,
  ""klassiruum"": 1,
  ""trummel"": 1,
  ""lennusadam"": 1,
  ""löss"": 0,
  ""noortemaja"": 1,
  ""üleviimine"": 0,
  ""ehitusteaduskond"": 0,
  ""Lääne-Ukraina"": 0,
  ""akse"": 1
}"
"lastemängu-jaam
skeem
pära
Häädemeeste
Liivimaa
RAM
taanlane
teevabrik
C-sektor
pingutus",gpt-35-turbo,belongings,"{
    ""lastemängu-jaam"": 0,
    ""skeem"": 1,
    ""pära"": 0,
    ""Häädemeeste"": 0,
    ""Liivimaa"": 0,
    ""RAM"": 0,
    ""taanlane"": 1,
    ""teevabrik"": 1,
    ""C-sektor"": 0,
    ""pingutus"": 0
}"
"detsember
hariduskontseptsioon
ühistransport
Walther
ümbris
Wyonk
kooliharidus
joobeseisund
erifont
Ani",gpt-35-turbo,belongings,"{
    ""detsember"": 0,
    ""hariduskontseptsioon"": 0,
    ""ühistransport"": 1,
    ""Walther"": 0,
    ""ümbris"": 1,
    ""Wyonk"": 0,
    ""kooliharidus"": 0,
    ""joobeseisund"": 0,
    ""erifont"": 0,
    ""Ani"": 0
}"
"seaduseelnõu
põliskoht
mänguminut
seksiäri
stabilisaator
alkoholiravi
Fertilitas
osoonikiht
iluviga
sagin",gpt-35-turbo,belongings,"{
    ""seaduseelnõu"": 0,
    ""põliskoht"": 1,
    ""mänguminut"": 0,
    ""seksiäri"": 1,
    ""stabilisaator"": 1,
    ""alkoholiravi"": 1,
    ""Fertilitas"": 0,
    ""osoonikiht"": 1,
    ""iluviga"": 0,
    ""sagin"": 1
}"
"f
Mexico
egiptus
vöörikamorka
mujalt-Eesti
formeeritav
peterburi
võistluskeskus
papi
põhja-osa",gpt-35-turbo,belongings,"{
  ""f"": 0,
  ""Mexico"": 1,
  ""egiptus"": 0,
  ""vöörikamorka"": 0,
  ""mujalt-Eesti"": 0,
  ""formeeritav"": 0,
  ""peterburi"": 1,
  ""võistluskeskus"": 1,
  ""papi"": 0,
  ""põhja-osa"": 0
}"
"tugitool
Marlboro
jätkumine
peotantsuring
raviseanss
kanuumatk
vitt
Pallas
EADS
Frasureig",gpt-35-turbo,belongings,FAIL
"territoorumi
hommikukohv
hingevahe
isetegevusring
muulane
politseiandmed
Patarei
LP
jalgpallimuru
kontserdipilet",gpt-35-turbo,belongings,"{
    ""territoorumi"": 0,
    ""hommikukohv"": 1,
    ""hingevahe"": 0,
    ""isetegevusring"": 0,
    ""muulane"": 1,
    ""politseiandmed"": 0,
    ""Patarei"": 1,
    ""LP"": 0,
    ""jalgpallimuru"": 1,
    ""kontserdipilet"": 1
}"
"eskalaator
Denver
munakivi
Jäääära
mustmägi
Inturisti
3Dmark01SE
solidool
märgmõõtur
töölaud",gpt-35-turbo,belongings,"{""eskalaator"": 1}
{""Denver"": 0}
{""munakivi"": 1}
{""Jäääära"": 0}
{""mustmägi"": 0}
{""Inturisti"": 0}
{""3Dmark01SE"": 0}
{""solidool"": 0}
{""märgmõõtur"": 0}
{""töölaud"": 1}"
"maailmasõda
hoiatus
likvidaator
Zavodi
Vana-Kreeka
ravi
raudteejama
parteistaap
keskagentuur
maksuprobleem",gpt-35-turbo,belongings,"{
  ""maailmasõda"": 0,
  ""hoiatus"": 1,
  ""likvidaator"": 1,
  ""Zavodi"": 0,
  ""Vana-Kreeka"": 0,
  ""ravi"": 1,
  ""raudteejama"": 1,
  ""parteistaap"": 1,
  ""keskagentuur"": 1,
  ""maksuprobleem"": 0
}"
"vahepia
Holmenkollen
Guildfort
viimasepea
karaokeõhtu
omavoliline
Rate.ee
ainsamask
dennis
linnateater",gpt-35-turbo,belongings,"{
    ""vahepia"": 0,
    ""Holmenkollen"": 0,
    ""Guildfort"": 0,
    ""viimasepea"": 0,
    ""karaokeõhtu"": 1,
    ""omavoliline"": 0,
    ""Rate.ee"": 0,
    ""ainsamask"": 0,
    ""dennis"": 1,
    ""linnateater"": 1
}"
"koorijuhtimine
NIX
Bologna
Ero
vaevama
kontekst
sõjaväeosa
mäestik
sulatali
Tšehhi",gpt-35-turbo,belongings,"{
	""koorijuhtimine"": 0,
	""NIX"": 0,
	""Bologna"": 0,
	""Ero"": 0,
	""vaevama"": 0,
	""kontekst"": 0,
	""sõjaväeosa"": 1,
	""mäestik"": 1,
	""sulatali"": 0,
	""Tšehhi"": 0
}"
"turvamine
õppekülastus
Kristin
kindlustatu
rokk-kontsert
taktimõõt
elementaarkool
turnee
palgihunnik
suraka",gpt-35-turbo,belongings,"{
    ""turvamine"": 0,
    ""õppekülastus"": 1,
    ""Kristin"": 0,
    ""kindlustatu"": 1,
    ""rokk-kontsert"": 1,
    ""taktimõõt"": 0,
    ""elementaarkool"": 1,
    ""turnee"": 1,
    ""palgihunnik"": 1,
    ""suraka"": 0
}"
"vanus
eriõppus
Acapulco
dikteerimine
valitus
blizzconi
õppelaenupirukas
kontrollmäng
uuenemine
Siiri",gpt-35-turbo,belongings,"{
    ""vanus"": 0,
    ""eriõppus"": 1,
    ""Acapulco"": 0,
    ""dikteerimine"": 0,
    ""valitus"": 1,
    ""blizzconi"": 0,
    ""õppelaenupirukas"": 1,
    ""kontrollmäng"": 1,
    ""uuenemine"": 0,
    ""Siiri"": 0
}"
"taksofirma
kriisipiirkond
staap
Hiiumaa
jopestiil
isakodu
kiiljaht
takt
mäetipp
libedarada",gpt-35-turbo,belongings,"{
  ""taksofirma"": 0,
  ""kriisipiirkond"": 1,
  ""staap"": 0,
  ""Hiiumaa"": 1,
  ""jopestiil"": 0,
  ""isakodu"": 1,
  ""kiiljaht"": 1,
  ""takt"": 0,
  ""mäetipp"": 1,
  ""libedarada"": 0
}"
"veinipiirkond
Skopje
jaanik
juveelipood
baariretk
kõrgushüppepaik
pühapaik
päävitam
imavere
taasühinemiskõnelus",gpt-35-turbo,belongings,"{
    ""veinipiirkond"": 0,
    ""Skopje"": 0,
    ""jaanik"": 1,
    ""juveelipood"": 1,
    ""baariretk"": 0,
    ""kõrgushüppepaik"": 1,
    ""pühapaik"": 1,
    ""päävitam"": 0,
    ""imavere"": 0,
    ""taasühinemiskõnelus"": 0
}"
"ispelli-sõnastik
Rovajärv
süüdistus
käekõrv
lahingutegevus
kuluaar
rkkk
olümpiafinaal
või
tekstiiliettevõte",gpt-35-turbo,belongings,"{
    ""ispelli-sõnastik"": 0,
    ""Rovajärv"": 1,
    ""süüdistus"": 1,
    ""käekõrv"": 1,
    ""lahingutegevus"": 0,
    ""kuluaar"": 1,
    ""rkkk"": 0,
    ""olümpiafinaal"": 1,
    ""või"": 1,
    ""tekstiiliettevõte"": 1
}"
"loss
Kivilinn
Montenegro
Laura
trahvioht
asendamine
kuupind
xxx
kullo
oode",gpt-35-turbo,belongings,FAIL
"kombinesoon
lastehommik
nelipühikirik
Hiirelõks
rivaal
laristamine
win
priisaun
kontserdireis
haigla",gpt-35-turbo,belongings,"{
    ""kombinesoon"": 1,
    ""lastehommik"": 0,
    ""nelipühikirik"": 1,
    ""Hiirelõks"": 1,
    ""rivaal"": 0,
    ""laristamine"": 0,
    ""win"": 0,
    ""priisaun"": 1,
    ""kontserdireis"": 0,
    ""haigla"": 1
}"
"pronksikoht
pöördtool
Macau
tagavedru
radiaator
välisväljak
korraldamine
omanikfirma
Herakleitos
Harri",gpt-35-turbo,belongings,"{
  ""pronksikoht"": 1,
  ""pöördtool"": 1,
  ""Macau"": 0,
  ""tagavedru"": 1,
  ""radiaator"": 1,
  ""välisväljak"": 0,
  ""korraldamine"": 0,
  ""omanikfirma"": 0,
  ""Herakleitos"": 0,
  ""Harri"": 0
}"
